holiday,temp,rain,snow,weather,day,month,year,hours,minutes,seconds,traffic_volume
0,281.2053507092272,0.0,0.0,Clouds,5,10,2012,15,0,0,6128
0,281.73,0.0,0.0,Clouds,5,10,2012,16,0,0,6069
0,281.42,0.0,0.0,Clouds,5,10,2012,17,0,0,6169
1,280.87,0.0,0.0,Clouds,5,10,2012,18,0,0,5384
0,280.15,0.0,0.0,Clouds,5,10,2012,19,0,0,4063
1,279.78,0.0,0.0,Clouds,5,10,2012,20,0,0,3364
1,279.65,0.0,0.0,Clouds,5,10,2012,21,0,0,2971
1,279.22,0.0,0.0,Clouds,5,10,2012,22,0,0,2450
0,279.06,0.0,0.0,Clouds,5,10,2012,23,0,0,1832
1,281.2053507092272,0.0,0.0,Clouds,6,10,2012,0,0,0,1231
0,278.55,0.0,0.0,Clouds,6,10,2012,1,0,0,718
0,278.59,0.0,0.0,Clouds,6,10,2012,2,0,0,545
1,276.99,0.0,0.0,Clouds,6,10,2012,4,0,0,411
0,276.35,0.0,0.0,Clouds,6,10,2012,5,0,0,688
1,275.4,0.0,0.0,Clear,6,10,2012,6,0,0,1352
0,275.17,0.0,0.0,Clear,6,10,2012,7,0,0,2072
1,274.99,0.0,0.0,Clear,6,10,2012,8,0,0,3342
0,275.09,0.0,0.0,Clouds,6,10,2012,9,0,0,4258
0,276.88,0.0,0.0,Clouds,6,10,2012,10,0,0,4861
1,278.04,0.0,0.0,Clouds,6,10,2012,11,0,0,5191
1,279.08,0.0,0.0,Clouds,6,10,2012,12,0,0,5669
1,280.12,0.0,0.0,Clouds,6,10,2012,13,0,0,5074
1,280.25,0.0,0.0,Clouds,6,10,2012,14,0,0,5025
1,280.0,0.0,0.0,Clouds,6,10,2012,15,0,0,5153
1,281.2053507092272,0.0,0.0,Clouds,6,10,2012,16,0,0,5024
1,278.91,0.0,0.0,Clouds,6,10,2012,17,0,0,4779
0,278.39,0.0,0.0,Clouds,6,10,2012,18,0,0,4362
1,278.16,0.0,0.0,Clouds,6,10,2012,19,0,0,3860
0,278.16,0.0,0.0,Clouds,6,10,2012,20,0,0,3160
0,277.93,0.0,0.0,Clouds,6,10,2012,21,0,0,2992
0,276.9,0.0,0.0,Clouds,6,10,2012,22,0,0,3202
0,276.34,0.0,0.0,Clouds,6,10,2012,23,0,0,1941
0,276.11,0.0,0.0,Clouds,7,10,2012,0,0,0,1233
1,275.73,0.0,0.0,Clouds,7,10,2012,3,0,0,323
0,275.65,0.0,0.0,Clouds,7,10,2012,4,0,0,312
0,275.51,0.0,0.0,Clouds,7,10,2012,5,0,0,627
0,275.05,0.0,0.0,Clouds,7,10,2012,6,0,0,1508
1,274.77,0.0,0.0,Clouds,7,10,2012,7,0,0,1539
0,274.77,0.0,0.0,Clouds,7,10,2012,8,0,0,2232
0,275.55,0.0,0.0,Clouds,7,10,2012,9,0,0,4568
0,276.24,0.0,0.0,Clouds,7,10,2012,10,0,0,4624
0,277.01,0.0,0.0,Clouds,7,10,2012,11,0,0,4529
0,277.43,0.0,0.0,Clouds,7,10,2012,12,0,0,5139
0,278.45,0.0,0.0,Clouds,7,10,2012,13,0,0,6640
1,279.27,0.0,0.0,Clouds,7,10,2012,14,0,0,6589
1,281.2053507092272,0.0,0.0,Clouds,7,10,2012,15,0,0,4429
0,279.44,0.0,0.0,Clouds,7,10,2012,16,0,0,4329
1,279.32,0.0,0.0,Clouds,7,10,2012,17,0,0,3833
0,279.27,0.0,0.0,Clouds,7,10,2012,18,0,0,4015
1,278.11,0.0,0.0,Clouds,7,10,2012,19,0,0,3382
1,276.79,0.0,0.0,Clouds,7,10,2012,20,0,0,2815
1,275.73,0.0,0.0,Clouds,7,10,2012,21,0,0,2110
0,274.88,0.0,0.0,Clouds,7,10,2012,22,0,0,1555
1,273.92,0.0,0.0,Clouds,7,10,2012,23,0,0,959
1,273.08,0.0,0.0,Clouds,8,10,2012,0,0,0,455
0,272.62,0.0,0.0,Clouds,8,10,2012,1,0,0,336
0,271.78,0.0,0.0,Clear,8,10,2012,2,0,0,265
0,281.2053507092272,0.0,0.0,Clear,8,10,2012,3,0,0,314
0,270.63,0.0,0.0,Clear,8,10,2012,4,0,0,779
1,270.33,0.0,0.0,Clear,8,10,2012,5,0,0,2571
1,269.61,0.0,0.0,Clouds,8,10,2012,6,0,0,5563
1,270.01,0.0,0.0,Clouds,8,10,2012,7,0,0,6676
1,271.23,0.0,0.0,Clouds,8,10,2012,8,0,0,5966
1,273.71,0.0,0.0,Clouds,8,10,2012,9,0,0,4832
1,276.77,0.0,0.0,Clouds,8,10,2012,10,0,0,4395
1,279.47,0.0,0.0,Clouds,8,10,2012,11,0,0,4411
0,279.84,0.0,0.0,Clear,8,10,2012,12,0,0,4648
1,282.34,0.0,0.0,Clouds,8,10,2012,13,0,0,4602
0,282.94,0.0,0.0,Clouds,8,10,2012,14,0,0,5125
1,283.48,0.0,0.0,Clear,8,10,2012,15,0,0,5502
0,284.33,0.0,0.0,Clear,8,10,2012,16,0,0,5979
0,284.48,0.0,0.0,Clouds,8,10,2012,17,0,0,5663
0,284.23,0.0,0.0,Clouds,8,10,2012,18,0,0,4259
0,281.99,0.0,0.0,Clouds,8,10,2012,19,0,0,3069
0,279.81,0.0,0.0,Clear,8,10,2012,20,0,0,2378
1,279.35,0.0,0.0,Clear,8,10,2012,21,0,0,2030
1,278.9,0.0,0.0,Clear,8,10,2012,22,0,0,1400
1,278.46,0.0,0.0,Clear,8,10,2012,23,0,0,917
1,281.2053507092272,0.0,0.0,Clear,9,10,2012,0,0,0,515
1,277.27,0.0,0.0,Clear,9,10,2012,1,0,0,302
1,277.47,0.0,0.0,Clear,9,10,2012,2,0,0,251
1,276.97,0.0,0.0,Clouds,9,10,2012,4,0,0,798
0,276.52,0.0,0.0,Clouds,9,10,2012,5,0,0,2678
1,276.6,0.0,0.0,Clouds,9,10,2012,6,0,0,5733
0,277.31,0.0,0.0,Clouds,9,10,2012,7,0,0,6449
0,278.38,0.0,0.0,Clouds,9,10,2012,8,0,0,5765
1,279.35,0.0,0.0,Clouds,9,10,2012,9,0,0,5599
0,281.37,0.0,0.0,Clouds,9,10,2012,10,0,0,4534
0,283.11,0.0,0.0,Clouds,9,10,2012,11,0,0,4691
1,284.08,0.0,0.0,Clouds,9,10,2012,12,0,0,5067
1,285.14,0.0,0.0,Clouds,9,10,2012,13,0,0,5030
1,286.35,0.0,0.0,Clouds,9,10,2012,14,0,0,5300
0,287.23,0.0,0.0,Rain,9,10,2012,15,0,0,5777
1,281.2053507092272,0.0,0.0,Clouds,9,10,2012,16,0,0,6349
1,290.37,0.0,0.0,Clouds,9,10,2012,17,0,0,6127
1,290.13,0.0,0.0,Clouds,9,10,2012,18,0,0,4460
1,288.86,0.0,0.0,Clouds,9,10,2012,19,0,0,3418
1,287.36,0.0,0.0,Clouds,9,10,2012,20,0,0,2775
1,285.11,0.0,0.0,Clouds,9,10,2012,21,0,0,2306
0,283.46,0.0,0.0,Clouds,9,10,2012,22,0,0,1846
1,282.45,0.0,0.0,Clouds,9,10,2012,23,0,0,947
0,281.88,0.0,0.0,Clouds,10,10,2012,0,0,0,494
0,281.78,0.0,0.0,Clouds,10,10,2012,1,0,0,332
0,281.09,0.0,0.0,Clouds,10,10,2012,2,0,0,261
0,281.17,0.0,0.0,Clouds,10,10,2012,3,0,0,361
0,281.25,0.0,0.0,Clear,10,10,2012,6,0,0,5875
0,281.25,0.0,0.0,Rain,10,10,2012,7,0,0,6793
0,281.25,0.0,0.0,Drizzle,10,10,2012,7,0,0,6793
0,280.1,0.0,0.0,Rain,10,10,2012,8,0,0,6283
1,280.1,0.0,0.0,Drizzle,10,10,2012,8,0,0,6283
0,279.61,0.0,0.0,Rain,10,10,2012,9,0,0,5680
0,281.2053507092272,0.0,0.0,Drizzle,10,10,2012,9,0,0,5680
1,281.2053507092272,0.0,0.0,Clear,10,10,2012,10,0,0,4632
0,280.19,0.0,0.0,Clear,10,10,2012,11,0,0,4887
1,282.09,0.0,0.0,Clouds,10,10,2012,12,0,0,5030
0,282.26,0.0,0.0,Clouds,10,10,2012,13,0,0,5067
1,282.05,0.0,0.0,Clouds,10,10,2012,14,0,0,5227
0,281.59,0.0,0.0,Clouds,10,10,2012,15,0,0,5610
0,281.23,0.0,0.0,Clear,10,10,2012,16,0,0,6286
0,282.6,0.0,0.0,Clear,10,10,2012,18,0,0,4775
1,282.6,0.0,0.0,Clear,10,10,2012,19,0,0,3340
1,282.6,0.0,0.0,Clear,10,10,2012,20,0,0,3013
1,282.6,0.0,0.0,Clear,10,10,2012,21,0,0,2603
1,282.6,0.0,0.0,Clear,10,10,2012,22,0,0,1910
1,282.6,0.0,0.0,Clear,10,10,2012,23,0,0,1037
1,273.9,0.0,0.0,Clear,11,10,2012,1,0,0,347
1,274.4,0.0,0.0,Clouds,11,10,2012,3,0,0,350
1,274.05,0.0,0.0,Clouds,11,10,2012,4,0,0,850
1,273.71,0.0,0.0,Clouds,11,10,2012,5,0,0,2791
0,272.66,0.0,0.0,Clear,11,10,2012,6,0,0,5809
1,272.65,0.0,0.0,Clear,11,10,2012,7,0,0,6798
1,272.52,0.0,0.0,Clear,11,10,2012,8,0,0,6304
1,275.19,0.0,0.0,Clouds,11,10,2012,9,0,0,5291
0,275.34,0.0,0.0,Clear,11,10,2012,10,0,0,4638
1,284.1,0.0,0.0,Clear,11,10,2012,14,0,0,5557
0,284.1,0.0,0.0,Clear,11,10,2012,15,0,0,5818
1,283.78,0.0,0.0,Clouds,11,10,2012,16,0,0,6272
1,283.52,0.0,0.0,Clouds,11,10,2012,17,0,0,5944
1,281.2053507092272,0.0,0.0,Clouds,11,10,2012,18,0,0,4949
0,282.06,0.0,0.0,Clouds,11,10,2012,19,0,0,3511
0,281.95,0.0,0.0,Clouds,11,10,2012,20,0,0,3039
1,281.81,0.0,0.0,Clouds,11,10,2012,21,0,0,2679
0,282.16,0.0,0.0,Clouds,11,10,2012,22,0,0,2094
0,282.53,0.0,0.0,Clouds,11,10,2012,23,0,0,1284
1,283.91,0.0,0.0,Clouds,12,10,2012,0,0,0,630
1,284.64,0.0,0.0,Clouds,12,10,2012,1,0,0,410
1,284.61,0.0,0.0,Clouds,12,10,2012,2,0,0,331
0,283.18,0.0,0.0,Drizzle,12,10,2012,3,0,0,372
0,282.26,0.0,0.0,Rain,12,10,2012,4,0,0,739
0,280.77,0.0,0.0,Drizzle,12,10,2012,5,0,0,2561
1,278.53,0.0,0.0,Clouds,12,10,2012,6,0,0,5586
1,277.64,0.0,0.0,Clouds,12,10,2012,7,0,0,6992
1,277.9,0.0,0.0,Clouds,12,10,2012,8,0,0,5860
0,281.2053507092272,0.0,0.0,Clouds,12,10,2012,9,0,0,5230
0,279.29,0.0,0.0,Clouds,12,10,2012,10,0,0,4864
0,280.45,0.0,0.0,Clouds,12,10,2012,11,0,0,5146
1,280.95,0.0,0.0,Clouds,12,10,2012,12,0,0,5526
1,281.74,0.0,0.0,Clouds,12,10,2012,13,0,0,5383
1,281.84,0.0,0.0,Clouds,12,10,2012,14,0,0,5758
1,282.45,0.0,0.0,Clouds,12,10,2012,15,0,0,5889
1,282.2,0.0,0.0,Clouds,12,10,2012,16,0,0,6057
0,281.54,0.0,0.0,Clouds,12,10,2012,17,0,0,6028
0,280.21,0.0,0.0,Clouds,12,10,2012,18,0,0,5257
0,282.2,0.0,0.0,Clear,12,10,2012,23,0,0,1897
0,272.58,0.0,0.0,Clear,13,10,2012,0,0,0,1335
0,272.06,0.0,0.0,Clear,13,10,2012,1,0,0,769
0,270.99,0.0,0.0,Clear,13,10,2012,2,0,0,570
1,270.29,0.0,0.0,Clouds,13,10,2012,3,0,0,413
1,269.48,0.0,0.0,Clear,13,10,2012,4,0,0,399
0,269.27,0.0,0.0,Clear,13,10,2012,5,0,0,740
1,268.91,0.0,0.0,Clear,13,10,2012,6,0,0,1420
0,281.2053507092272,0.0,0.0,Clouds,13,10,2012,7,0,0,2220
1,269.23,0.0,0.0,Clouds,13,10,2012,8,0,0,3479
0,272.61,0.0,0.0,Clouds,13,10,2012,9,0,0,4546
0,276.78,0.0,0.0,Clouds,13,10,2012,10,0,0,4579
1,279.22,0.0,0.0,Clear,13,10,2012,11,0,0,4438
0,280.35,0.0,0.0,Clear,13,10,2012,12,0,0,4623
1,281.81,0.0,0.0,Clear,13,10,2012,13,0,0,4440
0,283.05,0.0,0.0,Clear,13,10,2012,14,0,0,4495
0,283.96,0.0,0.0,Clear,13,10,2012,15,0,0,4483
0,284.53,0.0,0.0,Clear,13,10,2012,16,0,0,4591
1,284.44,0.0,0.0,Clear,13,10,2012,17,0,0,4477
0,283.64,0.0,0.0,Clear,13,10,2012,18,0,0,4221
1,281.85,0.0,0.0,Clouds,13,10,2012,19,0,0,3672
1,281.38,0.0,0.0,Clear,13,10,2012,20,0,0,3015
1,281.84,0.0,0.0,Clouds,13,10,2012,21,0,0,2769
1,282.23,0.0,0.0,Clouds,13,10,2012,22,0,0,2875
1,282.18,0.0,0.0,Clouds,13,10,2012,23,0,0,1931
1,282.49,0.0,0.0,Clouds,14,10,2012,0,0,0,1309
0,282.54,0.0,0.0,Clouds,14,10,2012,1,0,0,870
1,282.58,0.0,0.0,Clouds,14,10,2012,2,0,0,654
1,282.23,0.0,0.0,Clouds,14,10,2012,3,0,0,364
0,281.2053507092272,0.0,0.0,Clouds,14,10,2012,4,0,0,262
1,282.23,0.0,0.0,Clouds,14,10,2012,5,0,0,505
1,282.24,0.0,0.0,Clouds,14,10,2012,6,0,0,861
0,282.24,0.0,0.0,Clouds,14,10,2012,7,0,0,1132
1,282.24,0.0,0.0,Mist,14,10,2012,8,0,0,1797
1,282.43,0.0,0.0,Drizzle,14,10,2012,9,0,0,2685
0,282.43,0.0,0.0,Mist,14,10,2012,9,0,0,2685
1,282.43,0.0,0.0,Haze,14,10,2012,9,0,0,2685
1,282.33,0.0,0.0,Drizzle,14,10,2012,10,0,0,3370
1,282.33,0.0,0.0,Mist,14,10,2012,10,0,0,3370
0,282.82,0.0,0.0,Drizzle,14,10,2012,11,0,0,3662
0,282.82,0.0,0.0,Mist,14,10,2012,11,0,0,3662
0,283.33,0.0,0.0,Mist,14,10,2012,12,0,0,4076
1,283.33,0.0,0.0,Rain,14,10,2012,12,0,0,4076
1,283.33,0.0,0.0,Drizzle,14,10,2012,12,0,0,4076
1,283.75,0.0,0.0,Rain,14,10,2012,13,0,0,4128
1,283.75,0.0,0.0,Mist,14,10,2012,13,0,0,4128
0,283.75,0.0,0.0,Drizzle,14,10,2012,13,0,0,4128
0,284.09,0.0,0.0,Mist,14,10,2012,14,0,0,4358
1,284.09,0.0,0.0,Rain,14,10,2012,14,0,0,4358
1,284.09,0.0,0.0,Drizzle,14,10,2012,14,0,0,4358
1,284.55,0.0,0.0,Mist,14,10,2012,15,0,0,4342
1,284.55,0.0,0.0,Rain,14,10,2012,15,0,0,4342
1,284.68,0.0,0.0,Mist,14,10,2012,16,0,0,4234
1,284.64,0.0,0.0,Rain,14,10,2012,17,0,0,4271
1,284.64,0.0,0.0,Mist,14,10,2012,17,0,0,4271
0,284.4,0.0,0.0,Clouds,14,10,2012,18,0,0,4080
1,281.2053507092272,0.0,0.0,Mist,14,10,2012,19,0,0,3453
1,284.03,0.0,0.0,Mist,14,10,2012,20,0,0,2718
1,283.58,0.0,0.0,Mist,14,10,2012,21,0,0,2439
1,283.04,0.0,0.0,Mist,14,10,2012,22,0,0,1819
1,281.95,0.0,0.0,Mist,14,10,2012,23,0,0,1002
0,281.95,0.0,0.0,Fog,14,10,2012,23,0,0,1002
1,281.61,0.0,0.0,Clouds,15,10,2012,0,0,0,542
1,281.61,0.0,0.0,Fog,15,10,2012,0,0,0,542
0,281.57,0.0,0.0,Fog,15,10,2012,1,0,0,303
1,281.42,0.0,0.0,Fog,15,10,2012,2,0,0,239
0,281.29,0.0,0.0,Mist,15,10,2012,3,0,0,335
0,281.29,0.0,0.0,Fog,15,10,2012,3,0,0,335
0,281.02,0.0,0.0,Mist,15,10,2012,4,0,0,810
1,281.02,0.0,0.0,Fog,15,10,2012,4,0,0,810
1,280.82,0.0,0.0,Mist,15,10,2012,5,0,0,2606
1,281.2053507092272,0.0,0.0,Fog,15,10,2012,5,0,0,2606
0,280.39,0.0,0.0,Mist,15,10,2012,6,0,0,5714
1,280.19,0.0,0.0,Mist,15,10,2012,7,0,0,6798
0,279.82,0.0,0.0,Mist,15,10,2012,8,0,0,6114
0,279.75,0.0,0.0,Mist,15,10,2012,9,0,0,5094
1,280.07,0.0,0.0,Mist,15,10,2012,10,0,0,4473
1,280.32,0.0,0.0,Clouds,15,10,2012,11,0,0,4529
1,281.72,0.0,0.0,Clear,15,10,2012,12,0,0,4823
1,284.01,0.0,0.0,Clouds,15,10,2012,13,0,0,4872
1,285.88,0.0,0.0,Clear,15,10,2012,14,0,0,5238
0,286.87,0.0,0.0,Clear,15,10,2012,15,0,0,5584
1,287.6,0.0,0.0,Clouds,15,10,2012,16,0,0,6246
1,287.27,0.0,0.0,Clouds,15,10,2012,17,0,0,5957
1,286.18,0.0,0.0,Clouds,15,10,2012,18,0,0,4535
0,285.2,0.0,0.0,Clouds,15,10,2012,19,0,0,3234
0,284.68,0.0,0.0,Clouds,15,10,2012,20,0,0,2677
0,284.49,0.0,0.0,Clouds,15,10,2012,21,0,0,2077
1,283.54,0.0,0.0,Clouds,15,10,2012,22,0,0,1380
1,281.2053507092272,0.0,0.0,Clouds,15,10,2012,23,0,0,927
0,281.21,0.0,0.0,Clouds,16,10,2012,0,0,0,500
0,279.87,0.0,0.0,Clear,16,10,2012,1,0,0,324
0,278.93,0.0,0.0,Clear,16,10,2012,2,0,0,257
0,277.91,0.0,0.0,Clear,16,10,2012,3,0,0,354
1,277.21,0.0,0.0,Clear,16,10,2012,4,0,0,769
0,276.61,0.0,0.0,Clear,16,10,2012,5,0,0,2769
1,276.11,0.0,0.0,Clear,16,10,2012,6,0,0,5789
1,274.81,0.0,0.0,Clouds,16,10,2012,7,0,0,7055
1,274.99,0.0,0.0,Clouds,16,10,2012,8,0,0,6408
1,277.91,0.0,0.0,Clouds,16,10,2012,9,0,0,5254
1,280.71,0.0,0.0,Clouds,16,10,2012,10,0,0,4547
1,283.85,0.0,0.0,Clouds,16,10,2012,11,0,0,4784
0,286.01,0.0,0.0,Clouds,16,10,2012,12,0,0,5015
1,286.31,0.0,0.0,Clouds,16,10,2012,13,0,0,5057
0,288.15,0.0,0.0,Clouds,16,10,2012,14,0,0,5430
0,289.15,0.0,0.0,Clouds,16,10,2012,15,0,0,5813
0,288.99,0.0,0.0,Clouds,16,10,2012,16,0,0,6496
1,281.2053507092272,0.0,0.0,Clouds,16,10,2012,17,0,0,6429
0,288.16,0.0,0.0,Clouds,16,10,2012,18,0,0,5142
0,287.28,0.0,0.0,Rain,16,10,2012,19,0,0,3311
0,287.04,0.0,0.0,Clouds,16,10,2012,20,0,0,2777
0,286.9,0.0,0.0,Clouds,16,10,2012,21,0,0,2331
1,287.09,0.0,0.0,Clouds,16,10,2012,22,0,0,1767
0,287.09,0.0,0.0,Clouds,16,10,2012,23,0,0,1093
1,286.89,0.0,0.0,Clouds,17,10,2012,0,0,0,554
0,286.93,0.0,0.0,Clouds,17,10,2012,1,0,0,333
1,286.93,0.0,0.0,Clouds,17,10,2012,2,0,0,267
1,287.07,0.0,0.0,Clouds,17,10,2012,3,0,0,358
0,286.56,0.0,0.0,Clouds,17,10,2012,4,0,0,777
0,285.91,0.0,0.0,Clouds,17,10,2012,5,0,0,2732
0,285.29,0.0,0.0,Clouds,17,10,2012,6,0,0,5637
0,284.92,0.0,0.0,Clouds,17,10,2012,7,0,0,5564
1,281.2053507092272,0.0,0.0,Clouds,17,10,2012,8,0,0,6274
1,285.72,0.0,0.0,Rain,17,10,2012,9,0,0,5403
0,285.72,0.0,0.0,Rain,17,10,2012,9,0,0,5403
0,287.09,0.0,0.0,Clouds,17,10,2012,10,0,0,4680
0,288.31,0.0,0.0,Clouds,17,10,2012,11,0,0,4642
0,288.61,0.0,0.0,Clear,17,10,2012,12,0,0,4979
1,290.32,0.0,0.0,Clear,17,10,2012,13,0,0,4851
0,291.36,0.0,0.0,Clear,17,10,2012,14,0,0,4291
0,292.01,0.0,0.0,Clear,17,10,2012,15,0,0,4714
0,292.61,0.0,0.0,Clear,17,10,2012,16,0,0,6723
0,292.65,0.0,0.0,Clear,17,10,2012,17,0,0,6180
0,290.52,0.0,0.0,Clouds,17,10,2012,18,0,0,4843
1,288.35,0.0,0.0,Clouds,17,10,2012,19,0,0,3435
1,286.72,0.0,0.0,Clouds,17,10,2012,20,0,0,2921
0,285.49,0.0,0.0,Clouds,17,10,2012,21,0,0,2763
1,284.22,0.0,0.0,Clouds,17,10,2012,22,0,0,1930
1,283.8,0.0,0.0,Clouds,17,10,2012,23,0,0,1160
0,283.72,0.0,0.0,Clouds,18,10,2012,0,0,0,654
0,282.8,0.0,0.0,Clouds,18,10,2012,1,0,0,374
1,282.32,0.0,0.0,Mist,18,10,2012,2,0,0,301
1,282.38,0.0,0.0,Clouds,18,10,2012,3,0,0,397
0,282.76,0.0,0.0,Clouds,18,10,2012,4,0,0,794
0,282.88,0.0,0.0,Mist,18,10,2012,5,0,0,2564
1,284.18,0.0,0.0,Clouds,18,10,2012,6,0,0,5358
0,284.69,0.0,0.0,Clouds,18,10,2012,7,0,0,6441
0,285.0,0.0,0.0,Clouds,18,10,2012,8,0,0,5536
0,286.9,0.0,0.0,Rain,18,10,2012,9,0,0,5256
0,288.35,0.0,0.0,Clouds,18,10,2012,10,0,0,4619
1,289.59,0.0,0.0,Clouds,18,10,2012,11,0,0,5107
0,288.27,0.0,0.0,Rain,18,10,2012,12,0,0,5147
0,286.41,0.0,0.0,Clouds,18,10,2012,13,0,0,5283
0,285.96,0.0,0.0,Clouds,18,10,2012,14,0,0,5704
1,287.04,0.0,0.0,Clouds,18,10,2012,15,0,0,5887
1,287.18,0.0,0.0,Clouds,18,10,2012,16,0,0,6307
1,286.94,0.0,0.0,Clouds,18,10,2012,17,0,0,5953
0,286.01,0.0,0.0,Clouds,18,10,2012,18,0,0,4519
0,284.67,0.0,0.0,Drizzle,18,10,2012,19,0,0,3427
0,283.44,0.0,0.0,Rain,18,10,2012,20,0,0,2921
1,282.51,0.0,0.0,Drizzle,18,10,2012,21,0,0,2649
0,281.9,0.0,0.0,Clouds,18,10,2012,22,0,0,2005
0,281.85,0.0,0.0,Clouds,18,10,2012,23,0,0,1177
1,281.28,0.0,0.0,Clouds,19,10,2012,0,0,0,699
0,280.97,0.0,0.0,Mist,19,10,2012,1,0,0,436
1,280.44,0.0,0.0,Drizzle,19,10,2012,2,0,0,353
